feature_name,shap_importance,importance_percent
pneumonia,0.9316530031026106,39.933017110252074
age,0.7724458619078929,33.108994140078956
sex,0.2549044979881101,10.925855061638552
diabetes,0.16209273438643657,6.94770683306455
hypertension,0.10122750292601379,4.338868219080261
obesity,0.08582795167283307,3.6788042879432945
copd,0.013507375739316714,0.578960476396737
asthma,0.007434463145551572,0.3186599978835162
cardiovascular,0.003945959827893197,0.16913387366204996
